,A1BG,A1BG.AS1,A1CF,A2M,A2M.AS1,A2ML1,A2ML1.AS1,A3GALT2,A4GALT,A4GNT,AAAS,AACS,AADAC,AADACL2.AS1,AADACL3,AADACL4,AADAT,AAGAB,AAK1,AAMDC,AAMP,AANAT,AAR2,AARD,AARS,AARS2,AARSD1,AASDH,AASDHPPT,AASS,AATBC,AATF,AATK,AB015752.1,ABALON,ABAT,ABCA1,ABCA10,ABCA12,ABCA13,ABCA2,ABCA3,ABCA4,ABCA5,ABCA6,ABCA7,ABCA8,ABCA9,ABCA9.AS1,ABCB1,ABCB10,ABCB11,ABCB4,ABCB5,ABCB6,ABCB7,ABCB8,ABCB9,ABCC1,ABCC10,ABCC11,ABCC12,ABCC2,ABCC3,ABCC4,ABCC5,ABCC5.AS1,ABCC6,ABCC8,ABCC9,ABCD1,ABCD2,ABCD3,ABCD4,ABCE1,ABCF1,ABCF2,ABCF3,ABCG1,ABCG2,ABCG4,ABCG5,ABCG8,ABHD1,ABHD10,ABHD11,ABHD12,ABHD12B,ABHD13,ABHD14A,ABHD14A.ACY1,ABHD14B,ABHD15,ABHD15.AS1,ABHD16A,ABHD17A,ABHD17B,ABHD17C,ABHD18,ABHD2,ABHD3,ABHD4,ABHD5,ABHD6,ABHD8,ABI1,ABI2,ABI3,ABI3BP,ABL1,ABL2,ABLIM1,ABLIM2,ABLIM3,ABO,ABR,ABRA,ABRACL,ABRAXAS1,ABRAXAS2,ABT1,ABTB1,ABTB2,AC000058.1,AC000061.1,AC000068.1,AC000068.2,AC000068.3,AC000099.1,AC000120.3,AC000124.1,AC000372.1,AC000403.1,AC001226.1,AC001226.2,AC002064.1,AC002066.1,AC002070.1,AC002074.1,AC002076.1,AC002091.1,AC002091.2,AC002094.2,AC002094.3,AC002101.1,AC002116.2,AC002127.2,AC002306.1,AC002310.1,AC002310.2,AC002310.4,AC002310.5,AC002347.1,AC002351.1,AC002375.1,AC002378.1,AC002383.1,AC002398.1,AC002401.1,AC002428.1,AC002429.2,AC002451.1,AC002454.1,AC002456.1,AC002463.1,AC002464.1,AC002465.1,AC002467.1,AC002470.1,AC002480.1,AC002480.2,AC002511.2,AC002546.1,AC002550.2,AC002553.1,AC002553.2,AC002996.1,AC003002.1,AC003002.2,AC003005.1,AC003005.2,AC003006.1,AC003035.1,AC003035.2,AC003043.2,AC003084.1,AC003092.1,AC003101.2,AC003102.1,AC003666.1,AC003681.1,AC003682.1,AC003684.1,AC003685.1,AC003688.1,AC003956.1,AC003965.1,AC003982.1,AC003984.1,AC003986.3,AC003988.1,AC003991.1,AC004009.1,AC004014.1,AC004034.1,AC004039.1,AC004052.1,AC004053.1,AC004066.2,AC004067.1,AC004069.1,AC004076.1,AC004076.2,AC004112.1,AC004130.1,AC004147.2,AC004148.2,AC004156.1,AC004158.1,AC004160.2,AC004221.1,AC004223.2,AC004223.3,AC004231.1,AC004233.3,AC004233.4,AC004241.1,AC004241.2,AC004253.1,AC004257.1,AC004263.1,AC004264.1,AC004381.1,AC004408.1,AC004448.2,AC004449.1,AC004466.1,AC004470.1,AC004471.1,AC004471.2,AC004477.2,AC004477.3,AC004485.1,AC004494.1,AC004540.1,AC004540.2,AC004542.1,AC004542.2,AC004551.1,AC004554.2,AC004556.1,AC004584.1,AC004585.1,AC004590.1,AC004593.1,AC004593.3,AC004594.1,AC004596.1,AC004597.1,AC004687.1,AC004690.2,AC004691.2,AC004702.1,AC004704.1,AC004706.1,AC004754.1,AC004771.1,AC004771.3,AC004771.4,AC004784.1,AC004801.3,AC004801.4,AC004801.6,AC004803.1,AC004805.1,AC004812.2,AC004816.1,AC004816.2,AC004817.3,AC004825.2,AC004830.1,AC004832.1,AC004832.6,AC004834.1,AC004835.1,AC004837.2,AC004839.1,AC004846.1,AC004846.2,AC004852.2,AC004854.2,AC004862.1,AC004865.2,AC004870.3,AC004870.4,AC004875.1,AC004877.1,AC004889.1,AC004895.1,AC004900.1,AC004906.1,AC004908.3,AC004918.1,AC004921.1,AC004922.1,AC004923.4,AC004941.1,AC004943.2,AC004943.3,AC004946.1,AC004948.1,AC004949.1,AC004951.1,AC004973.1,AC004982.1,AC004982.2,AC004988.1,AC004990.1,AC005005.3,AC005008.2,AC005009.1,AC005014.2,AC005020.2,AC005034.3,AC005034.4,AC005037.1,AC005041.1,AC005042.2,AC005046.1,AC005050.1,AC005064.1,AC005070.3,AC005076.1,AC005082.1,AC005082.2,AC005100.1,AC005104.1,AC005144.1,AC005154.4,AC005154.5,AC005162.3,AC005165.1,AC005180.2,AC005186.1,AC005197.1,AC005208.1,AC005220.1,AC005224.1,AC005224.3,AC005225.2,AC005225.3,AC005229.4,AC005237.1,AC005253.1,AC005253.2,AC005258.1,AC005261.1,AC005261.3,AC005264.1,AC005280.2,AC005288.1,AC005303.1,AC005304.1,AC005304.3,AC005324.3,AC005324.4,AC005329.1,AC005329.2,AC005332.1,AC005332.2,AC005332.3,AC005332.4,AC005332.5,AC005332.6,AC005332.7,AC005339.1,AC005342.1,AC005342.2,AC005343.1,AC005355.1,AC005358.1,AC005358.2,AC005363.2,AC005381.1,AC005387.1,AC005387.2,AC005392.2,AC005393.1,AC005394.1,AC005410.2,AC005414.1,AC005476.2,AC005480.1,AC005481.1,AC005498.2,AC005498.3,AC005515.1,AC005520.2,AC005520.5,AC005523.1,AC005523.2,AC005534.1,AC005537.1,AC005538.1,AC005540.1,AC005546.1,AC005548.1,AC005550.2,AC005580.1,AC005586.1,AC005592.1,AC005597.1,AC005606.2,AC005614.1,AC005616.1,AC005618.1,AC005625.1,AC005632.4,AC005670.1,AC005670.2,AC005692.1,AC005695.2,AC005695.3,AC005696.1,AC005697.1,AC005697.2,AC005699.1,AC005702.1,AC005703.2,AC005726.1,AC005736.1,AC005740.3,AC005740.4,AC005746.2,AC005759.1,AC005772.1,AC005775.1,AC005779.1,AC005786.2,AC005786.3,AC005808.1,AC005821.1,AC005828.3,AC005833.1,AC005837.1,AC005837.2,AC005838.2,AC005840.4,AC005841.1,AC005842.1,AC005845.1,AC005856.1,AC005871.1,AC005871.2,AC005884.1,AC005884.2,AC005899.1,AC005899.5,AC005899.6,AC005899.7,AC005899.8,AC005920.1,AC005920.2,AC005921.4,AC005943.1,AC005944.1,AC005962.1,AC005972.3,AC005993.1,AC005999.2,AC006004.1,AC006013.1,AC006017.1,AC006019.3,AC006026.3,AC006027.1,AC006030.1,AC006033.2,AC006059.1,AC006059.2,AC006063.2,AC006064.2,AC006064.3,AC006064.4,AC006065.4,AC006115.1,AC006115.3,AC006116.8,AC006130.1,AC006145.1,AC006148.1,AC006160.1,AC006206.2,AC006207.1,AC006213.1,AC006213.2,AC006213.3,AC006238.1,AC006252.1,AC006254.1,AC006262.2,AC006288.1,AC006296.2,AC006299.1,AC006305.1,AC006329.1,AC006333.2,AC006355.2,AC006357.1,AC006369.1,AC006369.2,AC006372.3,AC006378.1,AC006441.3,AC006449.2,AC006449.6,AC006452.1,AC006458.1,AC006460.1,AC006480.2,AC006483.2,AC006486.1,AC006487.1,AC006504.1,AC006504.2,AC006504.5,AC006511.4,AC006538.2,AC006547.1,AC006547.2,AC006547.3,AC006581.1,AC006581.2,AC006942.1,AC006946.2,AC006946.3,AC006960.2,AC006972.1,AC006974.1,AC006974.2,AC006978.2,AC007001.1,AC007014.1,AC007032.1,AC007036.1,AC007038.1,AC007038.2,AC007040.1,AC007040.2,AC007091.1,AC007092.1,AC007098.1,AC007099.1,AC007100.1,AC007106.1,AC007114.1,AC007114.2,AC007126.1,AC007128.1,AC007132.1,AC007163.1,AC007179.1,AC007192.1,AC007192.2,AC007193.2,AC007193.3,AC007216.2,AC007216.4,AC007218.2,AC007220.1,AC007221.1,AC007221.2,AC007228.1,AC007240.1,AC007249.2,AC007250.1,AC007255.1,AC007262.2,AC007277.1,AC007285.1,AC007292.1,AC007292.2,AC007292.3,AC007298.2,AC007308.1,AC007314.1,AC007317.1,AC007319.1,AC007325.1,AC007325.4,AC007326.2,AC007326.4,AC007333.2,AC007336.1,AC007336.2,AC007342.4,AC007342.5,AC007344.1,AC007347.1,AC007364.1,AC007365.1,AC007368.2,AC007375.2,AC007376.2,AC007383.2,AC007383.3,AC007384.1,AC007388.1,AC007389.3,AC007391.2,AC007402.1,AC007405.1,AC007405.3,AC007422.2,AC007448.2,AC007448.3,AC007448.4,AC007450.1,AC007491.1,AC007493.1,AC007495.1,AC007495.2,AC007513.1,AC007529.2,AC007533.1,AC007541.1,AC007563.2,AC007566.1,AC007569.1,AC007570.1,AC007598.2,AC007608.1,AC007608.3,AC007610.1,AC007610.2,AC007611.1,AC007613.1,AC007614.1,AC007619.1,AC007620.2,AC007620.3,AC007622.2,AC007631.1,AC007638.1,AC007656.1,AC007663.2,AC007663.3,AC007666.1,AC007673.1,AC007679.1,AC007681.1,AC007686.2,AC007686.3,AC007686.4,AC007687.1,AC007728.1,AC007728.2,AC007750.1,AC007773.1,AC007785.1,AC007785.3,AC007823.1,AC007834.1,AC007846.2,AC007861.1,AC007861.2,AC007878.1,AC007879.1,AC007879.3,AC007881.2,AC007906.2,AC007920.1,AC007922.1,AC007922.3,AC007923.4,AC007938.1,AC007938.2,AC007938.3,AC007948.1,AC007950.1,AC007950.2,AC007952.4,AC007952.5,AC007952.7,AC007953.1,AC007953.2,AC007966.1,AC007991.3,AC007993.3,AC008012.1,AC008014.1,AC008033.3,AC008035.1,AC008040.1,AC008040.5,AC008050.1,AC008056.1,AC008056.2,AC008060.1,AC008060.2,AC008060.3,AC008063.1,AC008067.1,AC008074.2,AC008079.1,AC008080.1,AC008083.1,AC008083.2,AC008083.3,AC008105.1,AC008105.3,AC008109.1,AC008115.1,AC008115.2,AC008115.4,AC008124.1,AC008127.1,AC008147.1,AC008164.1,AC008170.1,AC008175.1,AC008250.1,AC008264.2,AC008269.1,AC008277.1,AC008278.2,AC008280.3,AC008378.1,AC008393.1,AC008403.1,AC008403.2,AC008403.3,AC008406.1,AC008415.1,AC008429.1,AC008429.3,AC008434.1,AC008438.1,AC008440.1,AC008440.2,AC008440.3,AC008443.1,AC008443.4,AC008443.5,AC008467.1,AC008474.1,AC008481.3,AC008494.3,AC008496.2,AC008514.1,AC008522.1,AC008537.1,AC008537.4,AC008543.1,AC008543.5,AC008549.2,AC008551.1,AC008554.1,AC008555.1,AC008555.5,AC008567.2,AC008568.1,AC008569.1,AC008572.1,AC008574.1,AC008575.1,AC008581.2,AC008591.1,AC008592.2,AC008592.4,AC008601.1,AC008608.2,AC008610.1,AC008619.1,AC008622.2,AC008629.1,AC008632.1,AC008641.1,AC008649.1,AC008649.2,AC008655.2,AC008662.1,AC008663.1,AC008667.1,AC008667.2,AC008676.3,AC008686.1,AC008687.1,AC008687.3,AC008691.1,AC008695.1,AC008700.1,AC008705.1,AC008728.1,AC008731.1,AC008735.2,AC008735.4,AC008736.1,AC008738.2,AC008742.1,AC008747.1,AC008750.2,AC008750.3,AC008750.4,AC008750.7,AC008752.1,AC008752.2,AC008758.1,AC008758.4,AC008758.5,AC008758.6,AC008759.3,AC008760.1,AC008761.1,AC008763.1,AC008764.1,AC008764.2,AC008764.4,AC008764.6,AC008764.8,AC008770.1,AC008770.2,AC008771.1,AC008780.1,AC008780.2,AC008781.1,AC008825.1,AC008840.1,AC008869.1,AC008870.4,AC008875.1,AC008878.3,AC008892.1,AC008894.2,AC008897.2,AC008897.3,AC008906.1,AC008906.2,AC008914.1,AC008915.2,AC008937.2,AC008937.3,AC008938.1,AC008945.1,AC008946.1,AC008957.1,AC008957.2,AC008966.1,AC008966.2,AC008972.2,AC008982.1,AC008991.1,AC009005.1,AC009019.1,AC009021.1,AC009041.1,AC009041.2,AC009053.2,AC009053.3,AC009055.1,AC009060.1,AC009061.2,AC009063.2,AC009063.3,AC009065.4,AC009065.7,AC009065.8,AC009086.2,AC009087.1,AC009088.1,AC009088.2,AC009090.3,AC009090.6,AC009093.2,AC009093.4,AC009093.6,AC009095.1,AC009097.3,AC009107.1,AC009107.2,AC009108.3,AC009113.1,AC009117.2,AC009118.2,AC009118.3,AC009119.1,AC009119.2,AC009120.4,AC009121.2,AC009123.1,AC009126.1,AC009133.1,AC009133.2,AC009133.3,AC009133.4,AC009137.1,AC009139.1,AC009139.2,AC009142.1,AC009148.1,AC009152.3,AC009154.1,AC009158.1,AC009159.1,AC009159.2,AC009159.3,AC009163.1,AC009163.2,AC009163.4,AC009163.5,AC009163.6,AC009171.2,AC009185.1,AC009226.1,AC009227.1,AC009228.1,AC009229.1,AC009229.2,AC009234.1,AC009237.14,AC009242.1,AC009264.1,AC009269.2,AC009271.1,AC009275.1,AC009283.1,AC009292.1,AC009299.3,AC009303.2,AC009309.1,AC009312.1,AC009313.1,AC009318.1,AC009318.2,AC009318.3,AC009318.4,AC009365.2,AC009387.1,AC009403.1,AC009404.1,AC009411.2,AC009435.1,AC009446.1,AC009468.1,AC009478.1,AC009480.1,AC009486.1,AC009495.1,AC009495.2,AC009495.3,AC009502.1,AC009506.1,AC009509.1,AC009509.2,AC009542.1,AC009554.1,AC009554.2,AC009560.1,AC009562.1,AC009563.1,AC009567.1,AC009570.1,AC009630.1,AC009652.2,AC009654.1,AC009690.1,AC009690.2,AC009690.3,AC009716.1,AC009720.1,AC009779.2,AC009779.4,AC009803.1,AC009803.2,AC009806.1,AC009812.1,AC009812.4,AC009831.1,AC009869.1,AC009879.2,AC009879.3,AC009884.1,AC009899.1,AC009902.2,AC009902.3,AC009948.1,AC009948.3,AC009948.4,AC009950.1,AC009961.1,AC009962.1,AC009971.1,AC009974.1,AC009975.1,AC009975.2,AC010096.1,AC010099.4,AC010105.1,AC010127.1,CD4,CD-pAbO
3261781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,0,0,0,5,0,0,2,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,2,0,0,4,1,0,0,1,0,8,0,0,0,2,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
9155806,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,5,0,1,0,5,0,0,1,4,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,6,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
4304661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,18,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
